profile	owner_class	disposition	method	mode	signature	endpoint_source	compile_condition	authority_and_payload	delegate	replay_policy	protocol_constant	in_repo_references	rust_signature	replacement	executable_callers
fleet-subnet-root	canic-owned	role-status-variant	canic_root_issuer_renewal_status	query	canic_root_issuer_renewal_status : (RootIssuerRenewalStatusRequest) -> ( Result_56, ) query;	crates/canic/src/macros/endpoints/root.rs:643	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::core::api::auth::AuthApi::root_issuer_renewal_status_root(request)	query_read_only(mode-derived)	CANIC_ROOT_ISSUER_RENEWAL_STATUS	crates/canic-cli/src/auth/mod.rs:26;crates/canic-cli/src/auth/mod.rs:326;crates/canic-cli/src/auth/mod.rs:331;crates/canic-cli/src/auth/tests.rs:138;crates/canic-cli/src/auth/tests.rs:159;crates/canic-cli/src/auth/tests.rs:186;crates/canic-cli/src/auth/tests.rs:197;crates/canic-cli/src/auth/tests.rs:226;crates/canic-cli/src/auth/tests.rs:456;crates/canic-cli/src/auth/tests.rs:95;crates/canic/tests/protocol_surface.rs:2317;crates/canic/tests/protocol_surface.rs:2318;crates/canic/tests/protocol_surface.rs:2319;crates/canic/tests/protocol_surface.rs:2336;crates/canic/tests/protocol_surface.rs:2383	async fn canic_root_issuer_renewal_status( request: ::canic::dto::auth::RootIssuerRenewalStatusRequest, ) -> Result<::canic::dto::auth::RootIssuerRenewalStatusResponse, ::canic::Error>	RootStatusRequest::IssuerRenewal	crates/canic-cli/src/auth/mod.rs:26;crates/canic-cli/src/auth/mod.rs:326;crates/canic-cli/src/auth/mod.rs:331
fleet-subnet-root	canic-owned	role-command-variant	canic_root_peer_component_allocate	update	canic_root_peer_component_allocate : (RootPeerComponentAllocationRequest) -> ( Result_34, );	crates/canic/src/macros/endpoints/root.rs:243	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::reserve_peer_component_allocation(request).await	update_response_idempotent	CANIC_ROOT_PEER_COMPONENT_ALLOCATE	canisters/test/delegation_issuer_stub/src/lib.rs:16;canisters/test/delegation_issuer_stub/src/lib.rs:91;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:291;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:44;crates/canic-core/src/replay_policy/tests/endpoint.rs:382;crates/canic/tests/protocol_surface.rs:1178;crates/canic/tests/protocol_surface.rs:1179;crates/canic/tests/protocol_surface.rs:1180;crates/canic/tests/protocol_surface.rs:1566	async fn canic_root_peer_component_allocate( request: ::canic::dto::component_registry::RootPeerComponentAllocationRequest, ) -> Result<::canic::dto::component_registry::RootComponentAllocationResponse, ::canic::Error>	RootCommand::ProvisionPeer	canisters/test/delegation_issuer_stub/src/lib.rs:16;canisters/test/delegation_issuer_stub/src/lib.rs:91
fleet-subnet-root	canic-owned	role-status-variant	canic_root_peer_component_allocation_status	query	canic_root_peer_component_allocation_status : (AuthoritySnapshotRequest) -> ( Result_34, ) query;	crates/canic/src/macros/endpoints/root.rs:250	always	#[$crate::canic_query(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::peer_component_allocation_status(request)	query_read_only	CANIC_ROOT_PEER_COMPONENT_ALLOCATION_STATUS	crates/canic/tests/protocol_surface.rs:1183;crates/canic/tests/protocol_surface.rs:1184;crates/canic/tests/protocol_surface.rs:1185;crates/canic/tests/protocol_surface.rs:1573	async fn canic_root_peer_component_allocation_status( request: ::canic::dto::component_registry::RootComponentAllocationStatusRequest, ) -> Result<::canic::dto::component_registry::RootComponentAllocationResponse, ::canic::Error>	RootStatusRequest::Operation	none
fleet-subnet-root	canic-owned	private-delete	canic_root_peer_component_commit	update	canic_root_peer_component_commit : (AuthoritySnapshotRequest) -> (Result_40);	crates/canic/src/macros/endpoints/root.rs:488	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::commit_peer_component_allocation(request).await	update_response_idempotent	CANIC_ROOT_PEER_COMPONENT_COMMIT	crates/canic/tests/protocol_surface.rs:1363;crates/canic/tests/protocol_surface.rs:1364;crates/canic/tests/protocol_surface.rs:1365;crates/canic/tests/protocol_surface.rs:1581	async fn canic_root_peer_component_commit( request: ::canic::dto::component_registry::RootComponentCommitRequest, ) -> Result<::canic::dto::component_registry::RootComponentCommitResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_peer_component_create	update	canic_root_peer_component_create : (AuthoritySnapshotRequest) -> (Result_34);	crates/canic/src/macros/endpoints/root.rs:460	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::create_peer_component_allocation(request).await	update_costed_response_idempotent	CANIC_ROOT_PEER_COMPONENT_CREATE	crates/canic/tests/protocol_surface.rs:1353;crates/canic/tests/protocol_surface.rs:1354;crates/canic/tests/protocol_surface.rs:1355;crates/canic/tests/protocol_surface.rs:1579	async fn canic_root_peer_component_create( request: ::canic::dto::component_registry::RootComponentCreationRequest, ) -> Result<::canic::dto::component_registry::RootComponentAllocationResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_peer_component_directory_prepare	update	canic_root_peer_component_directory_prepare : (AuthoritySnapshotRequest) -> ( Result_54, );	crates/canic/src/macros/endpoints/root.rs:502	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::prepare_peer_component_directories(request).await	update_response_idempotent	CANIC_ROOT_PEER_COMPONENT_DIRECTORY_PREPARE	crates/canic/tests/protocol_surface.rs:1368;crates/canic/tests/protocol_surface.rs:1369;crates/canic/tests/protocol_surface.rs:1370;crates/canic/tests/protocol_surface.rs:1582	async fn canic_root_peer_component_directory_prepare( request: ::canic::dto::component_registry::RootComponentDirectoryPreparationRequest, ) -> Result<::canic::dto::component_registry::RootComponentDirectoryPreparationResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_peer_component_install	update	canic_root_peer_component_install : (AuthoritySnapshotRequest) -> (Result_34);	crates/canic/src/macros/endpoints/root.rs:474	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::install_peer_component_allocation(request).await	update_costed_response_idempotent	CANIC_ROOT_PEER_COMPONENT_INSTALL	crates/canic/tests/protocol_surface.rs:1358;crates/canic/tests/protocol_surface.rs:1359;crates/canic/tests/protocol_surface.rs:1360;crates/canic/tests/protocol_surface.rs:1580	async fn canic_root_peer_component_install( request: ::canic::dto::component_registry::RootComponentInstallRequest, ) -> Result<::canic::dto::component_registry::RootComponentAllocationResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_peer_component_membership_activate	update	canic_root_peer_component_membership_activate : ( AuthoritySnapshotRequest, ) -> (Result_49);	crates/canic/src/macros/endpoints/root.rs:530	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::activate_peer_component_membership(request).await	update_response_idempotent	CANIC_ROOT_PEER_COMPONENT_MEMBERSHIP_ACTIVATE	crates/canic/tests/protocol_surface.rs:1378;crates/canic/tests/protocol_surface.rs:1379;crates/canic/tests/protocol_surface.rs:1380;crates/canic/tests/protocol_surface.rs:1584	async fn canic_root_peer_component_membership_activate( request: ::canic::dto::component_registry::RootComponentMembershipActivationRequest, ) -> Result<::canic::dto::component_registry::RootComponentMembershipActivationResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_peer_component_runtime_activate	update	canic_root_peer_component_runtime_activate : (AuthoritySnapshotRequest) -> ( Result_54, );	crates/canic/src/macros/endpoints/root.rs:516	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::activate_peer_component_runtime(request).await	update_response_idempotent	CANIC_ROOT_PEER_COMPONENT_RUNTIME_ACTIVATE	crates/canic/tests/protocol_surface.rs:1373;crates/canic/tests/protocol_surface.rs:1374;crates/canic/tests/protocol_surface.rs:1375;crates/canic/tests/protocol_surface.rs:1583	async fn canic_root_peer_component_runtime_activate( request: ::canic::dto::component_registry::RootComponentRuntimeActivationRequest, ) -> Result<::canic::dto::component_registry::RootComponentRuntimeActivationResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	role-command-variant	canic_root_store_bootstrap	update	canic_root_store_bootstrap : (RootStoreBootstrapRequest) -> (Result_57);	crates/canic/src/macros/endpoints/root.rs:683	always	#[$crate::canic_update(requires(caller::is_controller()))]	::canic::api::canister::template::WasmStoreBootstrapApi::bootstrap_root_store(request)	update_response_idempotent	CANIC_ROOT_STORE_BOOTSTRAP	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:129;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:260;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:27;crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:430;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3918;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:582;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:91;crates/canic/tests/protocol_surface.rs:1701;crates/canic/tests/protocol_surface.rs:1702;crates/canic/tests/protocol_surface.rs:1709;crates/canic/tests/protocol_surface.rs:1710;crates/canic/tests/protocol_surface.rs:1720	async fn canic_root_store_bootstrap( request: ::canic::dto::root_store::RootStoreBootstrapRequest, ) -> Result<::canic::dto::root_store::RootStoreBootstrapResponse, ::canic::Error>	RootCommand::BootstrapStore	crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:430;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3918;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:582;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:91
fleet-subnet-root	canic-owned	role-status-variant	canic_root_store_bootstrap_status	composite-query	canic_root_store_bootstrap_status : (RootStoreBootstrapRequest) -> ( Result_57, ) composite_query;	crates/canic/src/macros/endpoints/root.rs:691	always	#[$crate::canic_query(composite, requires(caller::is_controller()))]	::canic::api::canister::template::WasmStoreBootstrapApi::root_store_status(request)	query_read_only	CANIC_ROOT_STORE_BOOTSTRAP_STATUS	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:104;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:262;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:28;crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:448;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:155;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:594;crates/canic/tests/protocol_surface.rs:1705;crates/canic/tests/protocol_surface.rs:1706;crates/canic/tests/protocol_surface.rs:1713;crates/canic/tests/protocol_surface.rs:1714;crates/canic/tests/protocol_surface.rs:1722	async fn canic_root_store_bootstrap_status( request: ::canic::dto::root_store::RootStoreBootstrapRequest, ) -> Result<::canic::dto::root_store::RootStoreBootstrapResponse, ::canic::Error>	RootStatusRequest::Operation	crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:448;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:155;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:594
fleet-subnet-root	canic-owned	role-status-variant	canic_runtime_status	query	canic_runtime_status : () -> (Result_58) query;	crates/canic/src/macros/endpoints/shared.rs:105	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::core::api::runtime::RuntimeIntrospectionApi::runtime_status(	query_read_only	CANIC_RUNTIME_STATUS	apps/skynet/console/src/lib.rs:115;crates/canic-cli/src/inspect/mod.rs:20;crates/canic-cli/src/inspect/mod.rs:334;crates/canic-cli/src/inspect/mod.rs:351;crates/canic-cli/src/inspect/mod.rs:42;crates/canic-cli/src/inspect/mod.rs:5;crates/canic-cli/src/inspect/mod.rs:66;crates/canic-cli/src/inspect/mod.rs:697;crates/canic-cli/src/inspect/mod.rs:747;crates/canic-cli/src/inspect/mod.rs:782;crates/canic-cli/src/inspect/mod.rs:862;crates/canic-core/src/replay_policy/tests/endpoint.rs:182;crates/canic-tests/tests/timer_authority.rs:338;crates/canic/tests/protocol_surface.rs:2741	async fn canic_runtime_status() -> Result<::canic::dto::runtime::CanicRuntimeStatus, ::canic::Error>	RootStatusRequest::Runtime	crates/canic-cli/src/inspect/mod.rs:20;crates/canic-cli/src/inspect/mod.rs:334;crates/canic-cli/src/inspect/mod.rs:351;crates/canic-cli/src/inspect/mod.rs:42;crates/canic-cli/src/inspect/mod.rs:5;crates/canic-cli/src/inspect/mod.rs:66;crates/canic-cli/src/inspect/mod.rs:697;crates/canic-cli/src/inspect/mod.rs:747;crates/canic-cli/src/inspect/mod.rs:782;crates/canic-cli/src/inspect/mod.rs:862;crates/canic-tests/tests/timer_authority.rs:338
fleet-subnet-root	canic-owned	private-delete	canic_template_prepare_admin	update	canic_template_prepare_admin : (TemplateChunkSetPrepareInput) -> (Result_59);	crates/canic/src/macros/endpoints/root.rs:707	always	#[$crate::canic_update(requires(caller::is_controller()))]	::canic::api::canister::template::WasmStoreBootstrapApi::prepare_chunk_set(request)	update_monotonic_transition	CANIC_TEMPLATE_PREPARE_ADMIN	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:130;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:265;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:29;crates/canic-core/src/replay_policy/tests/mod.rs:22;crates/canic-core/src/replay_policy/tests/mod.rs:41;crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:390;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:4161;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:91;crates/canic-testing-internal/src/pic/root/artifacts.rs:348;crates/canic-tests/tests/instruction_audit_support/execution.rs:269;crates/canic-tests/tests/instruction_audit_support/execution.rs:343;crates/canic-tests/tests/instruction_audit_support/execution.rs:549;crates/canic-tests/tests/instruction_audit_support/report.rs:704;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:156;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:158;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:161;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:267	async fn canic_template_prepare_admin( request: ::canic::dto::template::TemplateChunkSetPrepareInput, ) -> Result<::canic::dto::template::TemplateChunkSetInfoResponse, ::canic::Error>	none	crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:390;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:4161;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:91;crates/canic-testing-internal/src/pic/root/artifacts.rs:348;crates/canic-tests/tests/instruction_audit_support/execution.rs:269;crates/canic-tests/tests/instruction_audit_support/execution.rs:343;crates/canic-tests/tests/instruction_audit_support/execution.rs:549;crates/canic-tests/tests/instruction_audit_support/report.rs:704;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:156;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:158;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:161;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:267
fleet-subnet-root	canic-owned	private-delete	canic_template_publish_chunk_admin	update	canic_template_publish_chunk_admin : (TemplateChunkInput) -> (Result_60);	crates/canic/src/macros/endpoints/root.rs:714	always	#[$crate::canic_update(requires(caller::is_controller()), payload(max_bytes = ::canic::CANIC_WASM_CHUNK_BYTES + 64 * 1024))]	::canic::api::canister::template::WasmStoreBootstrapApi::publish_chunk(request)	update_monotonic_transition	CANIC_TEMPLATE_PUBLISH_CHUNK_ADMIN	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:131;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:266;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:29;crates/canic-core/src/replay_policy/tests/mod.rs:22;crates/canic-core/src/replay_policy/tests/mod.rs:42;crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:406;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:4176;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:92;crates/canic-testing-internal/src/pic/root/artifacts.rs:359;crates/canic-tests/tests/instruction_audit_support/execution.rs:279;crates/canic-tests/tests/instruction_audit_support/execution.rs:347;crates/canic-tests/tests/instruction_audit_support/execution.rs:561;crates/canic-tests/tests/instruction_audit_support/report.rs:705;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:172;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:174;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:177;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:268	async fn canic_template_publish_chunk_admin( request: ::canic::dto::template::TemplateChunkInput, ) -> Result<(), ::canic::Error>	none	crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:406;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:4176;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:92;crates/canic-testing-internal/src/pic/root/artifacts.rs:359;crates/canic-tests/tests/instruction_audit_support/execution.rs:279;crates/canic-tests/tests/instruction_audit_support/execution.rs:347;crates/canic-tests/tests/instruction_audit_support/execution.rs:561;crates/canic-tests/tests/instruction_audit_support/report.rs:705;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:172;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:174;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:177;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:268
fleet-subnet-root	canic-owned	private-delete	canic_template_stage_manifest_admin	update	canic_template_stage_manifest_admin : (TemplateManifestInput) -> (Result_60);	crates/canic/src/macros/endpoints/root.rs:699	always	#[$crate::canic_update(requires(caller::is_controller()))]	::canic::api::canister::template::WasmStoreBootstrapApi::stage_manifest(request);	update_monotonic_transition	CANIC_TEMPLATE_STAGE_MANIFEST_ADMIN	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:132;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:268;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:30;crates/canic-core/src/replay_policy/tests/mod.rs:23;crates/canic-core/src/replay_policy/tests/mod.rs:43;crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:286;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3895;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:92;crates/canic-testing-internal/src/pic/root/artifacts.rs:337;crates/canic-tests/tests/instruction_audit_support/execution.rs:339;crates/canic-tests/tests/instruction_audit_support/execution.rs:537;crates/canic-tests/tests/instruction_audit_support/report.rs:703;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:140;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:142;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:145;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:266	async fn canic_template_stage_manifest_admin( request: ::canic::dto::template::TemplateManifestInput, ) -> Result<(), ::canic::Error>	none	crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:286;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3895;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:92;crates/canic-testing-internal/src/pic/root/artifacts.rs:337;crates/canic-tests/tests/instruction_audit_support/execution.rs:339;crates/canic-tests/tests/instruction_audit_support/execution.rs:537;crates/canic-tests/tests/instruction_audit_support/report.rs:703;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:140;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:142;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:145;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:266
fleet-subnet-root	canic-owned	role-command-variant	canic_upsert_root_issuer_policy	update	canic_upsert_root_issuer_policy : (RootIssuerPolicyUpsertRequest) -> ( Result_61, );	crates/canic/src/macros/endpoints/root.rs:627	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::core::api::auth::AuthApi::upsert_root_issuer_policy_root(request)	update_snapshot_convergent	CANIC_UPSERT_ROOT_ISSUER_POLICY	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:289;crates/canic-tests/tests/instruction_audit_support/execution.rs:430;crates/canic/tests/protocol_surface.rs:2307;crates/canic/tests/protocol_surface.rs:2308;crates/canic/tests/protocol_surface.rs:2309;crates/canic/tests/protocol_surface.rs:2333;crates/canic/tests/protocol_surface.rs:2369	async fn canic_upsert_root_issuer_policy( request: ::canic::dto::auth::RootIssuerPolicyUpsertRequest, ) -> Result<::canic::dto::auth::RootIssuerPolicyResponse, ::canic::Error>	RootCommand::UpsertIssuerPolicy	crates/canic-tests/tests/instruction_audit_support/execution.rs:430
fleet-subnet-root	canic-owned	role-command-variant	canic_upsert_root_issuer_renewal_template	update	canic_upsert_root_issuer_renewal_template : ( RootIssuerRenewalTemplateView, ) -> (Result_62);	crates/canic/src/macros/endpoints/root.rs:634	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::core::api::auth::AuthApi::upsert_root_issuer_renewal_template_root(	update_snapshot_convergent	CANIC_UPSERT_ROOT_ISSUER_RENEWAL_TEMPLATE	crates/canic-core/src/replay_policy/tests/endpoint.rs:37;crates/canic-tests/tests/instruction_audit_support/execution.rs:457;crates/canic/tests/protocol_surface.rs:2312;crates/canic/tests/protocol_surface.rs:2313;crates/canic/tests/protocol_surface.rs:2314;crates/canic/tests/protocol_surface.rs:2335;crates/canic/tests/protocol_surface.rs:2376	async fn canic_upsert_root_issuer_renewal_template( request: ::canic::dto::auth::RootIssuerRenewalTemplateUpsertRequest, ) -> Result<::canic::dto::auth::RootIssuerRenewalTemplateResponse, ::canic::Error>	RootCommand::UpsertIssuerRenewalTemplate	crates/canic-tests/tests/instruction_audit_support/execution.rs:457
fleet-subnet-root	canic-owned	role-command-variant	canic_wasm_store_admin	update	canic_wasm_store_admin : (WasmStoreAdminCommand) -> (Result_63);	crates/canic/src/macros/endpoints/root.rs:721	always	#[$crate::canic_update(requires(caller::is_controller()))]	::canic::api::canister::template::WasmStorePublicationApi::admin(cmd).await	update_monotonic_publish	CANIC_WASM_STORE_ADMIN	crates/canic-core/src/replay_policy/tests/mod.rs:36	async fn canic_wasm_store_admin( cmd: ::canic::dto::template::WasmStoreAdminCommand, ) -> Result<::canic::dto::template::WasmStoreAdminResponse, ::canic::Error>	RootCommand::PublishReleaseSet	none
fleet-subnet-root	canic-owned	private-delete	canic_wasm_store_bootstrap_debug	query	canic_wasm_store_bootstrap_debug : () -> (Result_64) query;	crates/canic/src/macros/endpoints/root.rs:677	always	#[$crate::canic_query(requires(caller::is_controller()))]	::canic::api::canister::template::WasmStoreBootstrapApi::debug_bootstrap()	query_read_only(mode-derived)	CANIC_WASM_STORE_BOOTSTRAP_DEBUG	none	async fn canic_wasm_store_bootstrap_debug( ) -> Result<::canic::dto::template::WasmStoreBootstrapDebugResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	role-status-variant	canic_wasm_store_overview	query	canic_wasm_store_overview : () -> (Result_65) query;	crates/canic/src/macros/endpoints/root.rs:728	always	#[$crate::canic_query(requires(caller::is_controller()))]	::canic::api::canister::template::WasmStorePublicationApi::overview()	query_read_only(mode-derived)	CANIC_WASM_STORE_OVERVIEW	crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1594;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1680;crates/canic-testing-internal/src/pic/root/topology.rs:204	async fn canic_wasm_store_overview( ) -> Result<::canic::dto::template::WasmStoreOverviewResponse, ::canic::Error>	RootStatusRequest::StoreOverview	crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1594;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1680;crates/canic-testing-internal/src/pic/root/topology.rs:204
fleet-subnet-root	external-standard	external-standard	icrc10_supported_standards	query	icrc10_supported_standards : () -> (vec record { text; text }) query;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	icrc10_supported_standards	none
fleet-subnet-root	application-owned	application-owned	root_bootstrap_delegated_session	update	root_bootstrap_delegated_session : (DelegatedToken, principal, opt nat64) -> ( Result_60, );	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	root_bootstrap_delegated_session	none
fleet-subnet-root	application-owned	application-owned	root_clear_delegated_session	update	root_clear_delegated_session : () -> (Result_60);	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	root_clear_delegated_session	none
fleet-subnet-root	application-owned	application-owned	root_delegated_session_subject	query	root_delegated_session_subject : () -> (Result_66) query;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	root_delegated_session_subject	none
fleet-subnet-root	application-owned	application-owned	root_now_secs	query	root_now_secs : () -> (Result_67) query;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	root_now_secs	none
fleet-subnet-root	application-owned	application-owned	root_verify_role_attestation	update	root_verify_role_attestation : (SignedRoleAttestation, nat64) -> (Result_60);	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	root_verify_role_attestation	none
fleet-subnet-root	application-owned	application-owned	test_provision_chain_key_delegation_proof_for_issuer	update	test_provision_chain_key_delegation_proof_for_issuer : (principal) -> ( Result_60, );	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	test_provision_chain_key_delegation_proof_for_issuer	none
managed-auth	canic-owned	role-status-variant	canic_active_delegation_proof_status	query	canic_active_delegation_proof_status : () -> (Result) query;	crates/canic/src/macros/endpoints/nonroot.rs:120	always	#[$crate::canic_query(public)]	$crate::__internal::core::api::auth::AuthApi::active_delegation_proof_status()	query_read_only	CANIC_ACTIVE_DELEGATION_PROOF_STATUS	crates/canic-cli/src/auth/mod.rs:26;crates/canic-cli/src/auth/mod.rs:768;crates/canic-cli/src/auth/mod.rs:777;crates/canic-cli/src/auth/tests.rs:165;crates/canic-cli/src/auth/tests.rs:187;crates/canic-cli/src/auth/tests.rs:203;crates/canic-cli/src/auth/tests.rs:232;crates/canic-cli/src/auth/tests.rs:457;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:370;crates/canic/tests/protocol_surface.rs:2214;crates/canic/tests/protocol_surface.rs:2215;crates/canic/tests/protocol_surface.rs:2261;crates/canic/tests/protocol_surface.rs:2271;scripts/ci/auth-renewal-cli-proof-lib.sh:70	async fn canic_active_delegation_proof_status() -> Result<::canic::dto::auth::ActiveDelegationProofStatusResponse, ::canic::Error>	CanisterStatusRequest::ActiveDelegationProof	crates/canic-cli/src/auth/mod.rs:26;crates/canic-cli/src/auth/mod.rs:768;crates/canic-cli/src/auth/mod.rs:777;scripts/ci/auth-renewal-cli-proof-lib.sh:70
managed-auth	canic-owned	role-status-variant	canic_bootstrap_status	query	canic_bootstrap_status : () -> (BootstrapStatusResponse) query;	crates/canic/src/macros/endpoints/shared.rs:62	always	#[$crate::canic_query(internal, public)]	$crate::__internal::core::api::ready::ReadyApi::bootstrap_status()	query_read_only(mode-derived)	missing	apps/skynet/console/src/lib.rs:69;apps/skynet/memory_cell/src/lib.rs:78;apps/skynet/node/src/lib.rs:115;apps/skynet/root/src/lib.rs:54;apps/skynet/t800/src/lib.rs:77;crates/canic-core/src/api/runtime/mod.rs:134;crates/canic-core/src/ops/runtime/bootstrap.rs:105;crates/canic-core/src/ops/runtime/bootstrap.rs:162	fn canic_bootstrap_status() -> ::canic::dto::state::BootstrapStatusResponse	CanisterStatusRequest::Overview	none
